id,business_name,address,street,place,area,postal_address,city,country,call,category
6671,Folder Trading P/L,,67 Selous Ave,,,,Harare,Zimbabwe,722 536,
6672,Folyjon Crest Owners,,,65-69 Folyjon Cres Glen,,,Harare,Zimbabwe,494 986,
6673,Fontaine Safaris Pvt Ltd,,Shop 37 Arundel Vill Quorn Ave Mt,,,,Harare,Zimbabwe,369 136,
6674,Fonzie Engineering,,7A Bessemer Rd Graniteside,,,,Harare,Zimbabwe,750 942,
6675,Food And Agric Orga,,6Th Fl Old Mutual Ce J Moyo Ave,,,,Harare,Zimbabwe,252 015,
6676,For The Birds P/L,,,,,,Harare,Zimbabwe,333 192,
6677,Ford J W Mr,,,,,Po Box Hg800 Highlands,Harare,Zimbabwe,499 013,
6678,Ford Keith Harold Ta,,Kelvin Rd P Beaters 12 Nuffield Rd,,,,Harare,Zimbabwe,754 297,
6679,Forden A C,,5Th Flr Ivory House 95 Robert Mugabe Rd,,,,Harare,Zimbabwe,339 292,
6680,Forder G D,,Cnr Fisher Rolfe Ave Po,,,,Harare,Zimbabwe,885 184,
6681,Fordview Investments P/L,,,167 Gilchrist Dr,,,Harare,Zimbabwe,300 987,
6682,Forebank Financial S,,,Office 4 King George,,,Harare,Zimbabwe,333 895,
6683,Forebank Financial Serv,,,Office 4 King George,,,Harare,Zimbabwe,336 092,
6684,Foreline Investments P/L,,81 Woolwich Road Willowvale P O,,,,Harare,Zimbabwe,661 746,
6685,Forest Lodge Nursery Pvt,,Shop 1 Old Municipal Market Mutare Rd,,,,Harare,Zimbabwe,723 978,
6686,Forest Brow P/L,,,19 Twickenham Mccaw Dr,,,Harare,Zimbabwe,335 009,
6688,Forestry Commision,,,125A Beverley East Msasa,,,Harare,Zimbabwe,487 311,
6689,Forex Express,,5Th Fl Francis Hse 71 Jason Moyo Ave,,,,Harare,Zimbabwe,756 479,
6690,Forget Me Not,,2 Belgravia Hse Second St Extn,,,,Harare,Zimbabwe,336 438,
6691,Forget Me Not Pvt Ld,,2 Belgravia House Second St Etn,,,,Harare,Zimbabwe,334 797,
6692,Forget-Me-Not Pvt Ltd,,Ltd 2 Belgravia Hse 2Nd Street Extension,,,,Harare,Zimbabwe,302 746,
6693,Forgrace P/L,,,,,P O Box Be837 Bwelvedere,Harare,Zimbabwe,738 407,
6694,Forichi Enterprises,,3Rd Flr Dolphin Hse 163 L Takawira St,,,,Harare,Zimbabwe,773 405,
6695,Forit Contracting,,,,,,Harare Gardens 137 H/Chitepo Avenue,Zimbabwe,705 323,
6696,Fork Tech P/L,,35 Lobengula Road Southerton P O,,,,Harare,Zimbabwe,621 226,
6697,Forit Contracting Pvt Ltd,,,Std 17773 Blakeway D Belvedere,,,Harare,Zimbabwe,778 156,
6698,Forleza Investments P/L,,,7 Wimbledon Dr Eastlea,,,Harare,Zimbabwe,705 873,
6699,Form Design Associates,,7Th Flr Southampton 1St/Union Ave,,,,Harare,Zimbabwe,700 480,
6700,Forklift Electric P/L,,15 Borgward Road Msasa,,,,Harare,Zimbabwe,487 756,
6701,Forma Trading P/L,,38/39 Gleneagles Rd Lochinvar,,,,Harare,Zimbabwe,663 648,
6702,Formal Construction P/L,,,16 Glen Lorne Dr Glen Lorne P O,,,Harare,Zimbabwe,494 867,
6703,Formin Investments P/L,,11 Wellesbourne Way Greystone Park,,,,Harare,Zimbabwe,851 443,
6704,Forrester Service,,3Rd Fl Tanganyika Hs 3Rd St/Union Ave,,,,Harare,Zimbabwe,723 486,
6705,Forray Computers,,Office 3 North Wing 1St Flr Msasa Hse 10 South Ave,,,,Harare,Zimbabwe,757 415,
6706,Forsberg Investments P/L,,,1 Abercorn Str,,,Harare,Zimbabwe,739 093,
6707,Forsyth Peter John,,,,,Pvt Ltd P O Box 159,Harare,Zimbabwe,498 386,
6709,Fortified Securities Ser,,,,,,Harare,Zimbabwe,797 991,
6710,Forthnet Trading P/L,,,114A Herbert Chitepo,,,Harare,Zimbabwe,701 235,
6711,Fortuna Mining P/L,,,1 Lloyd Cres Ballantyne Park,,,Harare,Zimbabwe,884 929,
6712,Fortune Investments,,Dawn Pharmacy 19 Orr Street,,,,Harare,Zimbabwe,702 138,
6713,Forty Seven Printers P/L,,Rm 53 1St Flr 2 L Takawira St,,,,Harare,Zimbabwe,753 525,
6714,Forum For African Women,,Harvard Rd Belvedere Teachers C,,,,Harare,Zimbabwe,741 773,
6715,Fosroc Expandite,,,,,Po Box 3698,Harare,Zimbabwe,663 331,
6716,Fothan Investments,,4 Easton St Mabelreign,,,,Harare,Zimbabwe,305 318,
6717,Fotwick Enterprise Pvt T/,,99 Jason Moyo Ave One Sky Tra 1St Flr,,,,Harare,Zimbabwe,794 113,
6718,Fouche Investments,,7 Malgasy Crescent St Martins,,,,Harare,Zimbabwe,589 572,
6719,Foudec Trading P/L,,412 Reliance House L Takawira Street,,,,Harare,Zimbabwe,774 363,
6720,Foulds Iain Andrew,,,,,,Harare,Zimbabwe,862 434,
6721,Foundation Burial Society,,,1St Flr Foundation H 141 Rotton Row,,,Harare,Zimbabwe,771 916,
6722,Foundation College/Nkomo,,Church Of Nazarene Tafara Way,,,,Harare,Zimbabwe,491 701,
6723,Foundation For Education,,With Producation 78 Kaguvi St,,,,Harare,Zimbabwe,771 621,
6724,Foundation For Social Dev,,18 Dacombe Drive Chisipite,,,,Harare,Zimbabwe,495 538,
6725,Founders B/ Society,,,,,,Angwa City Branch Harare,Zimbabwe,751 372,
6726,Founders Bldg Soceity,,Finsure Hse Union Ave/Second St,,,,Harare,Zimbabwe,252 966,
6727,Founders Building,,,,,Society P O Box 2594,Harare,Zimbabwe,336 744,
6728,Founders Building So,,,Mon Repos Enterprise Newlands,,,Harare,Zimbabwe,746 599,
6730,Founders Building Society,,,Shop 10 Main Plaza Westgate S/Centre Bluff,,,Harare,Zimbabwe,332 215,
6731,Founders Security Service,,Albion/M Nehanda St Rm 212/2Nd Flr Dublin Hse,,,,Harare,Zimbabwe,748 824,
6732,Fountain Mgt Consultants,,55 S Machel Ave Suite 1 7Th Trustee,,,,Harare,Zimbabwe,772 950,
6733,Fountain Of Hope,,Std 16707 Learoyd Bardia Road,,,,Harare,Zimbabwe,771 790,
6734,Fountain Of Life Min,,25 Wiltshire Rd Greendale,,,,Harare,Zimbabwe,492 701,
6735,Fountation Electric,,184 Mutare Rd,,,,Harare,Zimbabwe,481 207,
6736,Four All Security Service,,10 Pollet Ave,,,,Harare,Zimbabwe,740 233,
6737,Four Jays Engineerin,,21 Nuffield Rd Workington,,,,Harare,Zimbabwe,662 601,
6738,Four Signs P/L,,,,,,Harare,Zimbabwe,748 248,
6739,Four Wheels Uphostery,,5 Tilbury Road Willowvale,,,,Harare,Zimbabwe,611 710,
6740,Four Winds Farm,,,,,P O Box 171,Harare,Zimbabwe,499 663,
6741,Fourie R I T/A Altrac,,341 Tilbury Rd Willowvale,,,,Harare,Zimbabwe,611 703,
6742,Fourie R I T/A Altrac Ser,,341 Tilbury Rd Willowvale,,,,Harare,Zimbabwe,611 701,
6743,Fourmead Investments P/L,,60 Robert Mugabe Rd 60 R Mugabe Rd,,,,Harare,Zimbabwe,749 216,
6744,Fourtfort Enterprises,,6Th Flr Stanely Hse South Wing J Moyo Ave,,,,Harare,Zimbabwe,794 093,
6745,Foward General Dealers,,,8696 Gazaland S/C Highfield P O,,,Harare,Zimbabwe,689 100,
6746,Foward In Faith Ministrie,,,11 Ashby Glen Glen Lorne,,,Harare,Zimbabwe,499 954,
6747,Fox & Carney Pvt Ltd,,,2 Mon Repos Bldg Newlands,,,Harare,Zimbabwe,746 919,
6748,Fox And Carney Pvt Ltd,,26 Fife Ave,,,,Harare,Zimbabwe,253 062,
6749,Frache Inbvestments P/L,,R5-1St Fl Bain Centr King George Rd,,,,Harare,Zimbabwe,308 010,
6751,Frachise International Pl,,3Rd Flr Michael Hse N Mandela Ave,,,,Harare,Zimbabwe,704 909,
6752,Fragrance Trading Ta Cmc,,1St Flr Ihk Building 31 South Avenue,,,,Harare,Zimbabwe,720 302,
6753,Fragrant Beauty Salon,,,12 Westgate S/Centre Westgate,,,Harare,Zimbabwe,334 121,
6754,Fragwa Files P/L,,667 Seke Road Shop No 11,,,,Harare,Zimbabwe,576 634,
6755,Frairs Fransciscan,,3 Kevin Avenue Chisipite,,,,Harare,Zimbabwe,497 873,
6756,Fralpole Investments P/L,,,77 Oatlands Dr Quinnington,,,Harare,Zimbabwe,862 085,
6757,Framartic Enterprises P/L,,,Rm 4 Kilwinning Shopping Centre,,,Harare,Zimbabwe,570 642,
6758,Frame Up P/L,,,Shop 13 Northwood Shopping Centre,,,Harare,Zimbabwe,883 944,
6759,Framel Haulers P/L,,2 Kelvin Close Graniteside,,,,Harare,Zimbabwe,780 114,
6760,Frampol Invest,,,Msasa,,,Harare,Zimbabwe,485 541,
6761,Frampol Investments P/L,,80 Mutare Rd,,,,Harare,Zimbabwe,485 540,
6762,Franchise International,,4Th Flr S Wing 46 Union Ave,,,,Harare,Zimbabwe,751 935,
6763,Franchise International P,,3Rd Flr Michael Hse N Mandela Ave,,,,Harare,Zimbabwe,250 568,
6764,Francis Chiveso,,,,,,Harare,Zimbabwe,742 536,
6765,Francis Ciriboto Consult,,,,,,Harare,Zimbabwe,701 367,
6766,Francis Mugomba,,,,,,Harare,Zimbabwe,745 905,
6767,Francis&Jabulani Engineer,,,Suite 6 Benhay Art Cnr Chinhoyi/Albion,,,Harare,Zimbabwe,759 123,
6768,Franciscan Frairs,,,,Tafara,,Harare,Zimbabwe,459 742,
6769,Franciscan Friars,,,,Tafara,,Harare,Zimbabwe,459 740,
6770,Francisciriboto Consult,,,22 Wembley Cres Eastlea,,,Harare,Zimbabwe,251 970,
6772,Francital (Pvt)Ltd,,12 Montagu Shopping J Chinamano Avenue,,,,Harare,Zimbabwe,721 144,
6773,Franco Motors,,345 Tilbury Rd,,,,Harare,Zimbabwe,611 783,
6774,Francomb Enterprises T/A,,,Paddys Pro Shop E8 Westgate S/Centre Bluff,,,Harare,Zimbabwe,332 525,
6775,Frank & Fanuel P/L,,1 Market Street Eastlea,,,,Harare,Zimbabwe,706 252,
6776,Frank Collins Logistics,,39 Bath Rd Avondale,,,,Harare,Zimbabwe,308 494,
6777,Frank Dr G's Surgery,,54 G Silundika Ave,,,,Harare,Zimbabwe,705 498,
6778,Frank Lincoln & P Naude,,Dorking House 115 Montagu Ave,,,,Harare,Zimbabwe,252 973,
6779,Frank Lincoln And,,,Peter Naude Arch 93 Park Lane,,,Harare,Zimbabwe,705 506,
6780,Frank Marvinlee,,Jonhson Ave Sunningdale 1,,,,Harare,Zimbabwe,576 130,
6781,Frankeys Services P/L,,,,,,Harare,Zimbabwe,733 601,
6782,Franklin & Goosen P/L,,Shop No 1 8823 St Johnsway,,,,Harare,Zimbabwe,663 369,
6783,Franklin L C,,17 Halford Rd Greystone Park,,,,Harare,Zimbabwe,884 736,
6784,Franton Crt Owners Ass,,223 L Takawira St 1St Flr Franton Crt,,,,Harare,Zimbabwe,791 554,
6785,Fraric Investments P/L,,,4Th Floor Memorial Bldg Suite 401/2 Hr,,,Harare,Zimbabwe,799 745,
6786,Fraser Alexander Zimb P/L,,28A Chaplin Rd,,,,Harare,Zimbabwe,443 176,
6787,Fraser Basil,,,,,,Harare,Zimbabwe,442 571,
6788,Fraser Rosemary,,19 Clairwood Rd Alexandra Park,,,,Harare,Zimbabwe,745 767,
6789,Frawone Engineers P/L,,,,,,Harare,Zimbabwe,850 398,
6790,Frelude Trading,,New Ambassador Hotel 88 Union Ave,,,,Harare,Zimbabwe,252 814,
6791,Frementile (Dr) A M,,10 Denmark Avenue Milton Park Belvedere,,,,Harare,Zimbabwe,727 773,
6793,French & Smith (Pvt),,691 Cooleen Road New Ardbennie P O,,,,Harare,Zimbabwe,661 914,
6794,French & Smith P/L,,693 Cooleen Rd Ardbennie P O,,,,Harare,Zimbabwe,620 606,
6795,French & Smith Pvt,,,,,,Harare,Zimbabwe,575 178,
6796,French And Smith P/L,,693 Cooleen Road New,,,,Harare,Zimbabwe,620 591,
6797,French And Smith Pvt,,,,,Ltd Po Box 8116,Harare,Zimbabwe,575 205,
6798,French Consulate,,Bank Chambers 76 S Machel Avenue,,,,Harare,Zimbabwe,701 929,
6799,French Embassy,,9 Connaught Ave,,,,Harare,Zimbabwe,746 053,
6800,French G T/A,,,French Racing Stable Borrowdale Race/C,,,Harare,Zimbabwe,870 577,
6801,French Government,,,,,Properties Po Box 1378,Harare,Zimbabwe,497 140,
6802,French Scientific Centre,,9 Balmoral Rd Borrowdale,,,,Harare,Zimbabwe,882 107,
6803,French Trade Comm,,37 Arcturus Rd,,,,Harare,Zimbabwe,496 003,
6804,Frendwick Investments P/L,,,Shop 8 Ballantyne Park S/Centre,,,Harare,Zimbabwe,870 894,
6805,Frenson Services P/L,,,Hre,,,Harare,Zimbabwe,729 724,
6806,Fresh Freight P/L,,,Lot 5 Arlington Esta Hre Int Airport,,,Harare,Zimbabwe,575 529,
6807,Fresh Produce,,,Marlborough Dr Marlborough,,,Harare,Zimbabwe,309 852,
6808,Fresherton Employment P/L,,2 L Takawira St,,,,Harare,Zimbabwe,751 025,
6809,Fresthill Real Estate P/L,,68 Mcchlery Ave Eastlea,,,,Harare,Zimbabwe,746 285,
6810,Freston Enterprises P/L,,,46 Masothsa Ndlovu W Hatfield,,,Harare,Zimbabwe,572 052,
6811,Frethlona Services P/L,,,Room 3E Old Airport Bldg Hre,,,Harare,Zimbabwe,575 759,
6812,Frexzim P/L,,Grange Service Stati Enterprise Rd,,,,Harare,Zimbabwe,498 098,
6814,Frexzim Pvtltd,,,Hre,,,Harare,Zimbabwe,480 498,
6815,Frecnh Scintific Centre,,,,,,Harare,Zimbabwe,851 870,
6816,Fred Jewellers,,111 Gelfand House 56 Speke Avenue,,,,Harare,Zimbabwe,705 884,
6817,Fredco Milling Co,,46 Central Ave,,,,Harare,Zimbabwe,570 729,
6818,Freddy Hirsch Group P/L,,2A Coventry Rd Workington,,,,Harare,Zimbabwe,737 010,
6819,Frederich Naumann Fountai,,Belgravia 5 Bath Road,,,,Harare,Zimbabwe,708 760,
6820,Frederick Sage & Co Ltd,,17 Douglas Rd Workington,,,,Harare,Zimbabwe,755 359,
6821,Frederiksen R M,,Cnr Rotten Row 33 Fort Rd,,,,Harare,Zimbabwe,754 682,
6822,Fredex & Co,,,,,,Harare,Zimbabwe,494 820,
6823,Fredex & Co P/L,,Kelvin Rd/Cripps Rd Graniteside,,,,Harare,Zimbabwe,774 931,
6824,Fredex Financial Service,,J Moyo Ave Shop 21,,,,Harare,Zimbabwe,707 665,
6825,Fredex Financial Services,,,,,,16-20 Samora Machel Harare,Zimbabwe,703 207,
6826,Fredjust Zimbabwe P/L,,77/79 Coventry Rd,,,,Harare,Zimbabwe,663 101,
6827,Fredk Sage & Co,,17 Douglas Road Workington,,,,Harare,Zimbabwe,754 138,
6828,Fredsab Investments P/L,,6 Central Avenue 2Nd Floor,,,,Harare,Zimbabwe,731 092,
6829,Fredtech Enterprices P/L,,,100 Simon Mazorodze,,,Harare,Zimbabwe,669 704,
6830,Fredtech Enterprises P/L,,,,,,Harare,Zimbabwe,661 264,
6831,Free Care Distributor P/L,,South Ave,,,,Harare,Zimbabwe,771 794,
6832,Freeken Enterprises P/L,,20 Orr Street 1St Floor,,,,Harare,Zimbabwe,790 021,
6833,Freeman Sambo,,,,,,Harare,Zimbabwe,757 995,
6835,Freequin Investments P/L,,Suite 603 Koblenz Hs 51 Speke Ave,,,,Harare,Zimbabwe,750 782,
6836,Freevest P/L,,45A Spurrier Rd New,,,,Harare,Zimbabwe,662 180,
6837,Freeway Resources,,Room 5 1St Floor Pockets Building J Moyo Ave Har,,,,Harare,Zimbabwe,772 761,
6838,Freeze Frame Marketi,,7 Shalmar Gdns Second St,,,,Harare,Zimbabwe,332 111,
6839,Freezer Ctr Pvt Ltd,,T/A Freezer Meat Ctr Aress House Angwa St,,,,Harare,Zimbabwe,751 547,
6840,Freight Care P/L,,31 Craster Rd,,,,Harare,Zimbabwe,664 491,
6841,Freight Forwarders Of Zim,,9-13 Craster Rd Southerton P O,,,,Harare,Zimbabwe,660 805,
6842,Freight Master,,,,,,Harare Airport,Zimbabwe,575 447,
6843,Freight Services Properti,,1154 Faber Rd Bluff,,,,Harare,Zimbabwe,331 773,
6844,Freight World P/L,,6Th Fl Century Hse E Angwa/Baker Ave,,,,Harare,Zimbabwe,755 595,
6845,Freightnet P/L,,13 Civic Centre Merchant Way,,,,Harare,Zimbabwe,309 450,
6846,FREEVEST (Pvt) Ltd,,,,,45a Spurrier Road Ardbennie P O Box HG Highlands,Harare,Zimbabwe,669 472/662 180,
6847,Fregene S O Dr,,60a Napier Avenue Hillside,,,,Bulawayo,Zimbabwe,09 240069,
6848,Fremus Executors Services,,,5-4Th Flr Kuwirirana,,,Harare,Zimbabwe,759 754,
6849,F R Fernandes & Sons,,Pvt Ltd 57 R Mugabe Rd,,,,Harare,Zimbabwe,751 838,
6850,Fridge Bitx P/L,,,17 Lorely Cl,,,Harare,Zimbabwe,487 517,
6851,Friendly Wholesalers,,,,,,72 Harare St,Zimbabwe,791 939,
6852,Friendly Wholesalers P/L,,,,,,72 Harare St,Zimbabwe,705 364,
6853,Friends Travel P/L,,,Braeside Shopping Ce Braeside Hre,,,Harare,Zimbabwe,742 649,
6854,Fringes Hair Clinic P/L,,Hre St/J Chinamano Montague Shopping,,,,Harare,Zimbabwe,791 540,
6856,FRINGES Hair Clinic,,5 Montagu Shops Cnr Josiah Chinamano Avenue,,,,Harare,Zimbabwe,791 540/791 540,
6857,Frmpol Investments P/L,,16 Glen Shee Ave,,,,Harare,Zimbabwe,443 377,
6858,Frog Electrical P/L,,156 Seke Rd Graniteside,,,,Harare,Zimbabwe,748 378,
6859,Froben Investments P/L,,86 S Machel Ave Kodak Hse,,,,Harare,Zimbabwe,799 170,
6860,Froghill Nurseries,,,,,P O Box 2664,Harare,Zimbabwe,499 630,
6861,Frolgate Technology P/L,,72 Kaguvi St 1St Flr South Wing Caltex Hse,,,,Harare,Zimbabwe,732 967,
6862,Frolic Investments P/L,,,Hre,,,Harare,Zimbabwe,704 205,
6863,Front Suspension & Servi,,27A Kelvin Road,,,,Harare,Zimbabwe,772 163,
6864,Frontier Agencies,,27 Firsgrove Rd Ridgeview,,,,Harare,Zimbabwe,749 922,
6865,Frontier Agenvies P/,,,,,(Pvt) Ltd Po Box 2412,Harare,Zimbabwe,751 609,
6866,Frontline Marketing,,12 Brentwood Ave Mt Pleasant,,,,Harare,Zimbabwe,744 316,
6867,Frontline Processors P/L,,,D211 Zambezi Crt Eastview Gdns,,,Harare,Zimbabwe,442 970,
6868,Frontline Promotions P/L,,22 Woodlolme Road Emerald Hill,,,,Harare,Zimbabwe,339 050,
6869,Frontwaers Enterpris,,,Hre,,,Harare,Zimbabwe,748 800,
6870,Frost Jacobus,,63 Coventry Rd Workington,,,,Harare,Zimbabwe,773 411,
6871,Frostfield Trading P/L,,2Nd Flr Tatenda Bldg Orr St/South Ave,,,,Harare,Zimbabwe,705 027,
6872,FRONT Suspension & Services,,,,,Joliffe Road Southerton P O Box ST 165,Harare,Zimbabwe,664 479/665 920,
6873,Fruit & Veg Growers,,,The Farmer Market Westgate S/Centre Bluff,,,Harare,Zimbabwe,332 395,
6874,Frugal Trading P/L,,2 Upton Rd Ardbennie P O,,,,Harare,Zimbabwe,668 111,
6875,Fruit & Vegetable,,308 Hillside Rd,,,,Harare,Zimbabwe,487 133,
6877,Fruit/Vegetable Growers,,306 Hillside Road Msasa,,,,Harare,Zimbabwe,487 871,
6878,Fruitridge Enterprises P/,,,Hre,,,Harare,Zimbabwe,446 539,
6879,Fryer Michael Alban,,79 Ridge Rd,,,,Harare,Zimbabwe,339 794,
6880,Fsi Agricom Cotton P/L,,,,Block 9 Bluffhill Industrial Park,,Harare,Zimbabwe,305 262,
6881,Fsi Trading P/L,,54 Plymouth Rd,,,,Harare,Zimbabwe,669 467,
6882,F S Plant & Hire,,19 Nuffield Rd,,,,Harare,Zimbabwe,662 529,
6883,F&T Electrical Supplies P,,Shop 15 67 Cameron Street,,,,Harare,Zimbabwe,770 944,
6884,F Tromp P/L,,Lynette Road Msasa,,,,Harare,Zimbabwe,486 230,
6885,F T V Investments P/L,,,51 Mudyamhembwe Stre,,,Harare,Zimbabwe,699 045,
6886,Fuchim Hardware & Electr,,Lunat Hse 44 Charter Rd,,,,Harare,Zimbabwe,750 319,
6887,Fulcare Enterprises P/L,,50 K Kaunda Ave,,,,Harare,Zimbabwe,704 794,
6888,Fuldon Services P/L,,33 Lanark Rd Avondale,,,,Harare,Zimbabwe,251 513,
6889,Full Moon Investments P/L,,Kaguvi/Queens Courty R Mugabe Rd,,,,Harare,Zimbabwe,751 291,
6890,Fullcor Enterprises,,,683 Glenwood Dr,,,Harare,Zimbabwe,494 668,
6891,Fullmoon Investment P/L,,126 Enterprise Rd,,,,Harare,Zimbabwe,495 649,
6892,Fullmoon Investments,,,Hre,,,Harare,Zimbabwe,771 625,
6893,Fultin Investments P/L,,40 Union Ave,,,,Harare,Zimbabwe,748 593,
6894,Fume Free Exhaust Centre,,31 Lobengula Rd Southerton,,,,Harare,Zimbabwe,669 264,
6895,Funberry Invest [p/Shop],,85 Kaguvi St,,,,Harare,Zimbabwe,751 943,
6896,Functions Unlimited P/L,,189 Dublin Rd Emerald Hill,,,,Harare,Zimbabwe,334 141,
6898,Fundai Proffessional Acad,,55 Central Ave,,,,Harare,Zimbabwe,791 566,
6899,Fund Raising Project H,,,,,Pvt Ltd Co Haley Button & Perry Box 2969,Harare,Zimbabwe,720 764,
6900,Funding Initiatives Inter,,108 Central Ave,,,,Harare,Zimbabwe,797 255,
6901,Fundpos Investments P/L,,4Th Flr Eastwing Anlaby Hse N Mandela Ave,,,,Harare,Zimbabwe,754 230,
6902,Fundvest Investments P/L,,,8712 Western Triangl Gazaland,,,Harare,Zimbabwe,611 499,
6903,Funds Switching Tech,,,Hre,,,Harare,Zimbabwe,704 658,
6904,Funlozy Enterprises,,1St Flr Suite 101 Equity Hse 82 Rezende St H,,,,Harare,Zimbabwe,781 310,
6905,Funny Charlie Nurseries,,19 Jesmond Rd Hatfield,,,,Harare,Zimbabwe,571 349,
6906,Funo P/L,,,12 Charing Cross Workington P O,,,Harare,Zimbabwe,661 687,
6907,Funo Safaris,,,Hre,,,Harare,Zimbabwe,733 575,
6908,Fuolity Trading P/L,,20 York Rd Newlands Hre,,,,Harare,Zimbabwe,776 045,
6909,Furchner Investments,,,Hre,,,Harare,Zimbabwe,704 941,
6910,Furgo Trading P/L,,,P O,,,Harare,Zimbabwe,668 108,
6911,Furlong Investment P/L,,,,,P O Box Gd 12 Greendale,Harare,Zimbabwe,799 533,
6912,Furncraft Pvt Ltd,,,,,,Harare,Zimbabwe,485 553,
6913,Furniture Distrib,,T A Modern Credit 2162 L Takawira St,,,,Harare,Zimbabwe,752 920,
6914,Furniture Distributors,,,Std 17002 Sande Cres Graniteside,,,Harare,Zimbabwe,773 985,
6915,Furniture Paradise,,J Nyerere Way 2Nd Flr O K Furniture Dpt,,,,Harare,Zimbabwe,702 212,
6916,Furniture Paradise P/L,,45 S Machel Ave,,,,Harare,Zimbabwe,772 733,
6917,Furrepo Pvt Ltd,,,Bay No 4 Graniteside Hre,,,Harare,Zimbabwe,753 617,
6919,Furthermore Electrical,,126 Mbuya Nehanda St,,,,Harare,Zimbabwe,796 159,
6920,Furton Consultants P/L,,9 Riverview Lodge Bath Rd,,,,Harare,Zimbabwe,332 868,
6921,Furusai S,,4742 Emganwini Rd Emganwini,,,,Bulawayo,Zimbabwe,09 487401,
6922,Furness L T,,2A Devon Rd,,,,Bulawayo,Zimbabwe,09 241078,
6923,Furness A,,10 Conway Road Queens Park West,,,,Bulawayo,Zimbabwe,09 227020,
6924,Future Tech Computer,,Systems P/L 10 Windemere Rd,,,,Harare,Zimbabwe,332 896,
6925,Future Trust P/L,,,,,P O Box Ch 7 Chisipite,Harare,Zimbabwe,498 537,
6926,Fuyong Enterprises,,Shop 1 Barts House L Takawira St Grd Fl,,,,Harare,Zimbabwe,796 005,
6927,Fuyong Enterprises P/L,,,37 L Takawira Str,,,Harare,Zimbabwe,756 556,
6928,Fuyane N,,13 Armagh Rd Queens Park Aest,,,,Bulawayo,Zimbabwe,09 227131,
6929,Fuyana S,,,1353/2 Old Magwegwe,,,Bulawayo,Zimbabwe,09 406019,
6930,Fuyana P,,63037 Maqundela Sigola Rd Tshabalala,,,,Bulawayo,Zimbabwe,09 486310,
6931,Fuyana M M,,B145 Njube Main Rd Njube,,,,Bulawayo,Zimbabwe,09 401307,
6932,Fuyana M,,452 Mahatula Street Mahatshula North,,,,Bulawayo,Zimbabwe,09 290577,
6933,Fuzzy'l Productions P/L,,,Suite 17 & 18 Murandy Square East,,,Harare,Zimbabwe,746 202,
6934,Fuzwayo N M,,6 Kenwood Road Woodlands,,,,Bulawayo,Zimbabwe,09 280251,
6935,Fuzwane M,,,32009 Entumbane,,,Bulawayo,Zimbabwe,09 402436,
6936,Fuzane O,,21234 Pumula Rd,,,,Bulawayo,Zimbabwe,09 421126,
6937,Fuzane C,,12 Tyron Rd Queens Park East,,,,Bulawayo,Zimbabwe,09 226723,
6938,F V Mushoriwa Investments,,,Msasa Hse Suite 201 2Nd Floor 10 South A,,,Harare,Zimbabwe,781 478,
6940,F W Woolworth + Co,,,S R Pvt Ltd P Bag 6648,,,Harare,Zimbabwe,751 482,
6941,F W Woolworth,,Std 468 Cnr Mbuya Nehanda St & R Mugab,,,,Harare,Zimbabwe,750 891,
6942,Fylde Air Force Base,,,Hre,,,Harare,Zimbabwe,496 125,
6943,Fynatex Distributors P/L,,76 Rezende St,,,,Harare,Zimbabwe,781 023,
6944,Fynburg Contractors P/L,,805 Stone Bridge Rd,,,,Harare,Zimbabwe,660 397,
6945,Fynes-Clinton John,,,8 Ashbrittle Cr Mt,,,Harare,Zimbabwe,304 589,
6946,Fynn S,,,18 Volshhenk Dr Barham Green,,,Bulawayo,Zimbabwe,09 479673,
6947,Fynn J,,20 Norfolk Rd,,,,Bulawayo,Zimbabwe,09 241241,
6948,Gaa S,,3918 L St Luveve,,,,Bulawayo,Zimbabwe,09 524120,
6949,Gaa G,,10718 Nkulumane Drive Nkulumane,,,,Bulawayo,Zimbabwe,09 484400,
6950,Gabaza Estates,,,,,,Gabaza Farm/Hre Sout Harare South P O,Zimbabwe,692 089,
6951,Gabbys Superette,,,Glenara-Shopping Centre,,,Harare,Zimbabwe,495 946,
6952,Gable Investments P/L,,11 Zaandam Court Mazowe St,,,,Harare,Zimbabwe,251 798,
6953,Gabriel Nzvenga Engineeri,,,Hre,,,Harare,Zimbabwe,724 118,
6954,Gabe Electronics P/L,,,Hre,,,Harare,Zimbabwe,793 066,
6955,Gabriel I,,25 Stafford Avenue Hillcrest,,,,Bulawayo,Zimbabwe,09 244021,
6956,Gabi J N,,Robert Mugabe Way Matopos Mns 3Rd Avenue,,,,Bulawayo,Zimbabwe,09 69830,
6957,Gabaza R H,,1355 Emakhandeni Drive Emakhandeni,,,,Bulawayo,Zimbabwe,09 527279,
6958,Gaba J D,,10 Tyrone Rd Queenspark East,,,,Bulawayo,Zimbabwe,09 226630,
6959,Gada Constrction P/L,,,Hre,,,Harare,Zimbabwe,731 062,
6961,Gadzitec Enterprises P/L,,40 Union Ave 2Nd Flr Suite 27 New Africa Hse,,,,Harare,Zimbabwe,710 224,
6962,Gadzirayi S,,,19 Fir L Newton West,,,Bulawayo,Zimbabwe,09 471167,
6963,Gadzai A G,,23/752 Mpopoma Avenue Mpopoma,,,,Bulawayo,Zimbabwe,09 403247,
