id,business_name,street,area,postal_address ,city,country,call,category,address,place,postal_address
7880,White City Inn,,,,1703 EXT 7 GABORONE,Botswana,2673952526,,,,
7881,Edustore Africa,,,,Gaborone,Botswana,+267 76 648 400,,Plot 5250 Village,,
7882,Avimage,"avimage 18 Robbie De Lange Rd, Wilsonia, East London",,,Gabane,Botswana,0848 362 940,,,5247 South Africa.,
7883,Light Fast Roofing Technologies,,Mogoditshane,,Gaborone,Botswana,+267 393 9279,,,,
7884,Litek Roof Trusses Pty Ltd,,,,8778 unit 4 Broadhurst Gaborone,Botswana,00267 3923271,,,,
7885,Pelican Lodge and Camping,,,,Nata,Botswana,+267 73 644 444,,,Makgadikgadi,
7886,Firefinch Holidays,,,,Maun,Botswana,00267 71335882,,,info@firefinchholidays.com,
7887,Hilton Garden Inn Gaborone,Western Commercial Rd,,,Gaborone,Botswana,+267-3704200,,Plot 54366,,
7888,The Signature Hotel,,,,Thamaga,Botswana,(+267) 5905125,,PLOT 986 KOLWANE WARD,,Po Box 116
7889,Lesike Investments T/a Raindrops Guest House,,,,PO BOX 2650 MOLEPOLOLE,Botswana,5907004,,,,
7890,Botswana Housing Corporation,,,,P.O.Box 133,Botswana,+267 261 0569,,"Plot 2711, Industrial Sites",Selebi-Phikwe,
7891,Botswana Housing Corporation,,,,Lobatse,Botswana,+267 533 0460,,Plot 6392 Pitikwe Ward,,P.O.Box 284
7892,Botswana Housing Corporation,,,,Gaborone,Botswana,+267 360 5100,,Plot 4773 Cnr Mmaraka & Station Rd,,P.O.Box 412
7893,"Sun International Hotel, Casino And Conference Centre",,,,Gaborone,Botswana,+267 361 6000,,,Chuma Dve,
7894,Tourism Board,,,,Kasane,Botswana,+267 625 0524,,,Next to Bakery,P.O.Box 381
7895,Oasis Motel,"Oasis Motel, Tlokweng Rd",,,Gaborone,Botswana,+267 313 2471,,,,P.O.Box 30331
7896,Drotsky's Cabins,,,,Shakawe,Botswana,+267 687 5035,,,,P.O.Box 115
7897,Team Prefabs & Mobiles,,,,Gaborone,Botswana,+267 390 2520,,"Plot 42795, Phakalane",,P.O.Box 402185
7898,Botswana Housing Corporation,,,,Sowa Town,Botswana,+267 621 3533,,,B H C Bldg,
7899,Botswana Housing Corporation,,,,Kasane,Botswana,+267 625 0146,,Plot 1148 Plateu,,P.O.Box 337
7900,Oasis Motel,,,,Gaborone,Botswana,+267 392 8396,,Plot 171 Tlokweng Rd (Zeerust Rd),,P.O.Box 404326
7901,Block 5 Accommodation,,,,Gaborone,Botswana,+267 350 0451,,"Block 5 Located across the Gabane Rd, Opposite Julia Molefe Clinic Plot No. 41034",,P.O.Box 40333
7902,Botswana Housing Corporation,,,,Mahalapye,Botswana,+267 471 1747,,,M8617,P.O.Box 1231
7903,Botswana Housing Corporation,,,,Francistown,Botswana,+267 241 5080,,,Jubilee Clinic Premises,P.O.Box 603
7904,Botswana Housing Corporation,,,,Palapye,Botswana,+267 492 1075,,,Behind Spar Engen Mall,P.O.Box 894
7905,Botswana Housing Corporation,,,,Maun,Botswana,+267 686 0637,,Plot MA 3064,,
7906,Mabogo Rest Inn Motel,,,,Serowe,Botswana,+267 4600636,,,Opposite New Bus Rank,P.O. Box: 3357
7907,Phase 4 Accommodation,,,,Gaborone,Botswana,+267 397 3939,,Plot 23695,,
7908,Sheraton,Mole Palace Rd,,,Gaborone,Botswana,(267) 31 29 99,,,,
7909,Sun,Nyerere Drive,,,Gaborone,Botswana,(267) 35 11 11,,,,
7910,Accommodation Facilities,,,,Gaborone,Botswana,+267 390 9466,,Plot 5345,,
7911,Bdc Hotel,,,,Gaborone,Botswana,(267) 395 26 65,,,,
7912,Co-op Francistown,,,,Francistown,Botswana,+267 241 3405,,Plot 475 Haskins St near Kutlwana Store,,P.O.Box 88
7913,Laphroiag Luxury Chalets,,,,Maun,Botswana,+267 686 0947,,,,
7914,Mmakgodumo Motel & Conference Centre,,,,Kanye,Botswana,+267 544 1511,,,,
7915,CampBoro Gardens,,,,Maun,Botswana,6801399,,,,P O Box 20437
7916,Smart Source Energy t/ a Ticketnet Botswana,,,,Gaborone,Botswana,+267 3111839,,,Broadhurst,P.O Box 40499
7917,Floodlight Security  (pty) Ltd,,,,Gaborone,Botswana,+267 74 051 437,,,,P O Box 141 Selibe Phikwe
7918,Forever United (Pty) Ltd T/A Chain of Events,,,,Gaborone,Botswana,+267 392 48 26,,Plot 1250 Haile Selassie Road,Old Industrial,
7919,Poco,"Broadhurst, Copper Close",,,Gaborone,Botswana,2673974169,,,7982,
7920,Ina Lebe (Pty) Ltd,,,,Unit 3 . Gaborone International Commerce Park,Botswana,+267 3110690,,Plot 81,,
7921,Emmfis Wedding tents - Kgatleng District,,,,Bokaa,Botswana,71687038,,,P Bag 21 Mochudi,
7922,RMC Marketing,,,,Gaborone,Botswana,+267 3117420,,,Tlokweng.,P. O.Box 30918
7923,Simply Balloons,,,,Gaborone,Botswana,+267 311 5592,,"Unit 6, Image center, Plot no 17972, Ramanonwane Road",G/west Industrial,
7924,Burgie Bags,,,,Gaborone,Botswana,+267 72 383 657,,Plot 7145 Ext 27,Broadhurst,
7925,Soteria Security Services,,,,Gaborone,Botswana,3114672,,,,P. O. Box 81065
7926,Stage Works Africa,,,,Gaborone,Botswana,+267 318 1510,,Plot 68 Gaborone International Commerce Park,Unit 8,
7927,Major League Security,Nosop CresceNt,,,Gaborone,Botswana,26773126196,,,,
7928,Kylersoft Pictures,Kutswe Hill Street,,,Francistown,Botswana,74742089,,Plot 17833,,
7929,LocalDesignerz,,,,Gaborone,Botswana,76490281,,Phase 2 Plot 19315,,
7930,Alpha Events,,,,Unit 2 Commerce Park,Botswana,3924605,,Plot 74,,
7931,Avt Productions,AVT Productions 3351 Keller Street Santa Clara,,,Moshupa,Botswana,408 748 8548,,,CA 95054,
7932,3D Entertainment Botswana (PTY) LTD,,,,Gaborone,Botswana,(+267) 3101896,,,,P O Box 402838
7933,Bluebelt Foodcourt & Catering Services,,,,MOCHUDI,Botswana,76493985,,PLOT 401,PHAPHANE,
7934,Weblink Solutions (Pty) Ltd,,,,Plot 14944,Botswana,76145591,,,Botswana,"PO BOX 601040, Gaborone"
7935,Glits Co.,,,,Gaborone,Botswana,74579450,,,,P O Box 70464
7936,Piashi Security Services,,,,gaborone,Botswana,75175509,,,,P O Box 503572
7937,Winners Security Services,,Gabane,,Botswana,Botswana,+267 72 177 834,,,,
7938,MSE Events,,,,MAUN,Botswana,+267 74570822,,,,P O BOX 20090
7939,Bulat Security Services,,,,Gaborone,Botswana,73304338,,,,P O Box 21983
7940,Madamz Bed and Breakfast,,,,Block 7 Gaborone,Botswana,3184499,,Plot 60551,,
7941,Peaconwood Boutique  Bed and Breakfast,,,,Palapye,Botswana,2674924016,,,P0 BOX1453,
7942,Shathipha Cottage,,,,,Botswana,00267 3900057,,,,P.O. Box AD 265 ADD Postnet Kgale Gaborone Botswana
7943,Watkins Valeur,,,,Gaborone,Botswana,+267 316 2585,,"Haskins Bldg Plot 1225 Haile Selassie Rd, Old Industrial Site",,P.O. Box: 20580
7944,Fun in the Sun (Pty) Ltd,,,,Gaborone,Botswana,+267 71609729,,"Plot 68312, Unit 7",Phakalane,
7945,Chem Material Technology Co LtD,,,,Dukwi,Botswana,8154080289,,,403 N barrets Ln newark DE,
7946,Therapeo's Pharmacy,,,,Mahalapye,Botswana,4713090,,,SHOP 10B WATERSHED MALL,
7947,Kemtek Botswana,,,,Francistown,Botswana,+267 2413584,,"Plot 16351, Khutse Cres, Light Ind Sites",,P.O. Box: 1094
7948,Pharmachemical Co Ltd,,,,Gaborone,Botswana,No Phone,,"Unit 2, Carramba Business Park, Plot 43173",Phakalane,
7949,Dafin Sales,,,,Gaborone,Botswana,(267) 30 50 81,,,,
7950,Vanda Cosmetics,,,,s Main Mall,Botswana,+267 3914724,,Plot 685 Botswana Rd Opp Government Pres,,
7951,Cosmic Sales (pty) Ltd,,,,Gaborone,Botswana,+267 3167169,,Plot 39793 Blk6,,P.O. Box: 402986
7952,East Star House,,,,Gaborone,Botswana,+267 3902599,,,,P.O. Box: 502086
7953,Export Link (pty) Ltd T/a Someting Extra Special,,,,Gaborone,Botswana,+267 3972169,,,,P.O. Box: 60797
7954,Glent Botswana (pty) Ltd,,Selebi-Phikwe,,P.O. Box: 443,Botswana,+267 2610587,,,Industrial Sites,
7955,Prime Scents,,,,Gaborone,Botswana,+267 3910768,,,Shop 4 Game City,P.O. Box: 392
7956,Something Extra Special,,,,Gaborone,Botswana,+267 3972169,,"Plot 1503, Mogoditshane",,P.O. Box: 60797
7957,Valeur Cosmetics,,,,Francistown,Botswana,+267 2415822,,"Plot 1741, St Patrick St, Central",,P.O. Box: 1237
7958,Gren Pierre Cosmetics,,,,Francistown,Botswana,+267 2414357,,Plot 485 above JBE,,
7959,Ratie Car Rental,Mayane Street,,,Block 8 Gaborone,Botswana,+267 3180277,,Plot 34805,,
7960,Gala Rentals,,,,Gaborone,Botswana,+267 75977241,,,,P O Box 10465 Taung
7961,Freshome Car Rental and Cabs,,,,Gaborone,Botswana,26777633456,,,,PO BOX 201508 Mochudi
7962,Bostonian Car Rentals,,Shell Filling Station,,Letlhakane,Botswana,2976543,,,Rainbow Complex,
7963,Volksplek Botswana,,,,P.O.Box 403295,Botswana,+267 391 9756,,Plot 54015 Mukukumelo Rd,Gaborone West,
7964,Dakemo Car Rentals,,,,P O Box 3987 Gaborone,Botswana,3116161,,,,
7965,Avis Rent-a-car,,,,Gaborone,Botswana,+267 397 5469,,,,
7966,Country Wide Car Rentals,,,,Gaborone,Botswana,+267 371 0090,,,Office 41 Molapo Crossing Ctr,
7967,Garona Investments,,,,Gaborone,Botswana,+267 395 6495,,Plot 126 Kgale Crt,,P.O. Box: 408
7968,Car Rentals Botswana (pty) Ltd,,,,Gaborone,Botswana,+267 3913093,,,,
7969,E K Group Of Companies,,,,Gaborone,Botswana,+267 350 0722,,"Plot 142 Pame Hse, Tlokweng",,P.O.Box 1165
7970,BITC,,,,Gaborone,Botswana,+267 3633300,,Plot 54351,,
7971,FaR Property,,,,Gaborone,Botswana,+267 3900413,,,South-East,
7972,Letlole La Rona,,,,Gaborone,Botswana,+267 318 0301,,,,
7973,Gosmartvalue,,,,Gaborone,Botswana,+267 77 33 8100,,,South-East,
7974,Primetime Property Holdings,,New,,Gaborone,Botswana,+267 395 6080,,,"8WX3+GC4, Ground Floor, Acacia, Prime Plaza",
7975,Solomon Real Estate,,,,GABORONE EXTENSION 10,Botswana,+267 3114300,,,,
7976,Stocker Fleetwood Bird,,Central Business District,,P. O. Box 46750 Gaborone,Botswana,3919458,,,"SFB House, Unit 2, Matante Mews",
7977,Cranex Investments (Pty) Ltd,,,,Gaborone,Botswana,00267 3936677,,,,P.O. Box 403592
7978,Mokolodi Trading Company (Pty) Ltd,,,,Gaborone,Botswana,2673960850,,Plot 68317,Phakalane,
7979,British American Tobacco,,Portion 867,,Gaborone,Botswana,3160011,,,Farm Hill Forest,
7980,PM Academy,,,,Gaborone,Botswana,3117227,,"Unit 001, Plot 85",Commerce Park,
7981,Paqi Services Groups,,Tlokweng,,Gaborone,Botswana,(00267) 77077450,,Plot 1150,,
7982,Madirelo Training & Testing Centre,,Babusi Ext 14,,Gaborone,Botswana,+267 395 6318,,"Plot 18006, Machel Dve",,
7983,Mining Training Center,,,,Gaborone,Botswana,+277 95 319 990,,,Central Goborone,
7984,Bosa Bosele Training Institute,,,,Francistown,Botswana,+267 241 6359,,,,P.O. Box: 26001
7985,Mogae Training Solution,134 Beyers Naude Drive,,,Gaborone,Botswana,789395160,,,,
7986,IAS - Aviation Academy,,Kalahari Flying Club,,Gaborone,Botswana,3910931,,,Sir Seretse Khama International Airport,
7987,Mainpoint Botswana,,,,Gaborone,Botswana,+267 3185721,,,,P.O. BOX 503284
7988,Mttc Madirelo Training and Testing Centre Gtz,,Babusi Ext 14,,Gaborone,Botswana,+267 395 6318,,"Plot 18006, Machel Dve",,
7989,Matovu mining training school botswana,,FRANCIS TOWN,,Francistown,Botswana,27795319990,,,,
7990,SpringPeople Software Pvt. Ltd.,,Sector 7,,HSR Layout,Botswana,080-41146519,,,"671, Level 3, MSR Building, 9th Main",
7991,Botswana National Youth Council,,,,Kanye,Botswana,+267 5480157,,Plot 13304,Gaborone West,
7992,Eastern European University Association,,India,,Bokaa,Botswana,No Phone,,,"Rectangle 1, Comercial Complex D4, Saket, New Delhi",
7993,Junior Achievement Botswana,,,,Gaborone,Botswana,+267 3911117,,"Plot 5196 Boccim Hse, Old Lobatse Rd",,P.O. Box: 3642
7994,College of Business Information Technology,,,,Gaborone,Botswana,+267 3907651,,,,P.O. Box: 47262
7995,Mega-size Hostel,,,,Gaborone,Botswana,+267 3904677,,,Opposite Motheo.,P.O. Box: 201432
7996,Bosabosele Training Institute,,,,P.O. Box: 2100,Botswana,+267 2600790,,,Selebi-Phikwe,
7997,Directorate of Apprenticeship & Industrial Training,,,,Gaborone,Botswana,+267 3609100,,,,
7998,Girl Guides Youth Training Centre,,,,Gaborone,Botswana,+267 3912631,,"Plot 391945/6 Ext 12 Opposite South Ring, Lodge.",,P.O. Box: 231
7999,Green Meadows Private Secondary School,,,,Serowe,Botswana,+267 4600088,,,Botalaote Ward,P.O. Box: 3663
8000,Service Bridges Consulting,,,,Gaborone,Botswana,+267 3936205,,Plot 129 Kgale Court Unit 8,,P.O. Box: 2073
8001,Southern Rural Training Centre,,,,Kanye,Botswana,+267 5441500,,,Pelotshetiha,
8002,Stump Vocational Training Institute,,Goodhope,,P.O. Box: 136,Botswana,+267 5486293,,,Stump,
8003,Botswana National Youth Centre,,,,Kasane,Botswana,+267 6252457,,,,
8004,Botswana National Youth,,,,Palapye,Botswana,+267 4924621,,,,
8005,Creative Training Associates,,,,Gaborone,Botswana,+267 3901079,,,,
8006,Management Training Institute (pty) Ltd,,,,Gaborone,Botswana,+267 3925729,,,,P.O. Box: 50155
8007,Professional Manpower Training,,,,Francistown,Botswana,+267 2441222,,,,P.O. Box: 10595
8008,Training Services,,,,Francistown,Botswana,+267 2440886,,,,P.O. Box: 402
8009,Oqis Digital,,,,Plot 1162-8 Botswana Road,Botswana,3191608,,,,
8010,VirincSolutions (PTY) Ltd,,Gaborone,,South-East P O Box 60710 Gaborone West,Botswana,71782521,,,"Unit 4, Station Mall, Mmaraka Extension 1",
8011,Beyond Capabilities (Pty) Ltd,,,,Maun,Botswana,+267 680 0522,,,,P O Box 416 Shakawe
8012,Biken Studio,,Mmopane Block 1,,Mmantsie,Botswana,(+267) 3963015,,Plot 281,,
8013,Developit  Africa,,,,Gaborone,Botswana,+267 316 1717,,Plot 75749 Setlhoa,"Unit 5, The Design Quarters",
8014,Social Light (PTY) Ltd,,Block 8,,Botswana Innovation Hub Science and Technology Park,Botswana,(+267) 3996017,,Plot 69184,,
8015,Captive Labs,,,,Gaborone,Botswana,(+267) 71 394 633,,,,P.O Box 404753
8016,WebHub Botswana,,Mogobane,,Gaborone,Botswana,76235091,,Plot 0443 Borotsi Ward,,
8017,Laser Tech,,,,Gaborone,Botswana,3923121,,"Plot 156, Unit 5",Commerce Park,
8018,Budget IT Solutions,87 Wigram Street,,,Tutume,Botswana,417886075,,,Harris Park 2150,
8019,Connec - IT,,,,P.0. Box 404957 Gaborone,Botswana,77618570,,,,
8020,Macmos Glass & Aluminium,,,,11091 BROARDHURST GABORONE,Botswana,75962943,,,,
8021,Webmaster Botswana,,,,Gaborone,Botswana,+267 76504520,,,,P.o. Box 40267
8022,Unbounce Designer,7 Bessom Street,,,Mandunyane,Botswana,+1 513 729 7030,,,Marblehead,
8023,Colourbox,,,,Gaborone North,Botswana,26774828060,,Plot 68065,,
8024,Spotlight Printing,,,,Gaborone,Botswana,26773882782,,,,P.O.Box 4469
8025,InkoStream,,,,Gaborone,Botswana,+267 74 698 344,,,South-East,
8026,Fusionmedia,,,,Gaborone,Botswana,+267 3102119,,,,P O Box 26249
8027,Archi-Vision,,,,Palapye,Botswana,77060832,,,,P.O.box 304. Gabane
8028,Accelron Security Services,,,,Gaborone,Botswana,26773001214,,,,P O Box 10886 Francistown
8029,Advance Cool Systems (pty) Ltd,,,,Gaborone,Botswana,(+267) 3947190,,,,Box 501440
8030,J&G Refrigeration Services,,Block 3 Industrial,,Gaborone,Botswana,3952035,,"Plot 20580/1, Moshaneng Road",,
8031,Always Cool,,,,Gaborone,Botswana,3937805,,Plot 10203 Broadhurst Industrial,,
8032,First Point Group (pty) Ltd,,,,Gaborone,Botswana,3919610,,,,P O Box 30986 TLOKWENG
8033,Akxtreme Integrates Services,,,,Gaborone,Botswana,+267 371 0111,,Plot 131,Unit 4 - Kohinoor Office Park,
8034,Best Cameras (pty) Ltd,,,,Gaborone,Botswana,2673918111,,,90 International Commerce Park,
8035,High tech electronics,York road,,,Gaborone,Botswana,+267 73 558 4284,,,,
8036,"Freelight Optic & Electronic Technology Co.,Ltd",,Xixiang,,Shenzhen,Botswana,86-755-33167678,,,Gushu,
8037,The Bulb World,Western Commercial Rd,,,Gaborone,Botswana,+267 311 1216,,,,
8038,Clickship electronic store,,,,Gaborone,Botswana,833744785,,,7 barry,
8039,iT TyN(Pty)Ltd,,,,Gaborone,Botswana,00267 76416220,,,ABF,P O Box 501
8040,Davkom Computers,,e Nandos),,Gaborone,Botswana,+267 392 2265,,,Babereki Hse Office No 3f4 1st Flr (abov,
8041,Leaddigitalsolution,"21-23 Oxford Street Port Elizabeth, Eastern Cape",,,Gaborone,Botswana,727031227,,,South Africa.,
8042,Phones and Gadget Clinique,31 Devereux Ave,,,Thabala,Botswana,27745403125,,,,
8043,Airdexinc,1801 Avenue X Brooklyn,,,Mmopane,Botswana,(718) 646-7200,,,NY 11235,
8044,Med Rescue Botswana,,,,Francistown,Botswana,+267 240 3700,,"Plot 12915 Area A, Boikanyo Cres",,P.O.Box 20641
8045,Botslink,,,,Gaborone,Botswana,+267 3957876,,,Shoprite Complex Station Rd,
8046,Inter Computers,,,,Gaborone,Botswana,+267 3919685,,,,
8047,Microsoft (see Channel Tec),,,,Gaborone,Botswana,+267 3907586,,Plot 56 Commerce Pk,,P.O. Box: 10077
8048,Utax Botswana,,,,Gaborone,Botswana,+267 3190055,,Plot 64 Unit 3 Commerce Park,,P.O. Box: 20148
8049,Cmos Computer Co,,,,Kanye,Botswana,+267 5440566,,,,
8050,Ideal Computers,,,,Serowe,Botswana,+267 4637351,,,,
8051,Med Rescue International,,,,Maun,Botswana,+267 686 0991,,,,
8052,Med Rescue,,,,Maun,Botswana,+267 680 0598,,,,
8053,Micro Computers Electronic Systems,,,,Francistown,Botswana,+267 2413032,,,,P.O. Box: 1592
8054,Professional Computer Systems,,,,Maun,Botswana,+267 6800646,,,,P.O. Box: 22252
8055,Sebatek Automations (pty) Ltd,,,,Gaborone,Botswana,76642449,,,Gaborone West Mall,
8056,Water Africa (pty) Ltd,Moremi III Road,,,Maun,Botswana,+267 686 0498,,,,P.O.Box 670
8057,Datadot Products Gaborone,,,,Gaborone,Botswana,26772686791,,,,P O Box 45806
8058,Botswana Telecommunications Corporation,,,,Francistown,Botswana,+267 240 0100,,,,P.O.Box 200
8059,Bulleon Security Products,,Extension 4,,Gaborone,Botswana,+267 74 773 636,,,,
8060,Kudu Communications,,,,Gaborone West,Botswana,+267 391 2984,,Plot 14468 Kamushongo Rd,,
8061,Marvbridge Security Services,,,,Gaborone,Botswana,26771744999,,,,P. O. Box 60420
8062,Vtm Security Services,,,,P O BOX 1382 AAD POSO HOUSE GABORONE,Botswana,+267 310 4794,,,,
8063,Cable It,,,,Gaborone,Botswana,+267 392 2696,,Plot 157,Unit 4,
8064,Stafix Botswana,,,,Francistown,Botswana,2412398,,,,P.O. Box 1137
8065,Beyond Security (Pty) Ltd,,,,Gaborone,Botswana,3161302,,Plot 20591 Unit 2 Block 3 Industrial,,
8066,PG Electrical and Security,,,,62 Cunningham street,Botswana,27725778173,,,,
8067,Botswana Telecommunications Corporation,,,,Jwaneng,Botswana,+267 588 0050,,,,P.O.Box 14
8068,Botswana Telecommunications Corporation Maun,,,,Maun,Botswana,+267 686 0234,,,,P.O.Box 195
8069,Botswana Telecommunications Corporation Palapye,,,,Palapye,Botswana,+267 492 0409,,,Next to Security System,P.O.Box 39
8070,Botswana Telecommunications Corporation - Mochudi,,,,Mochudi,Botswana,+267 577 7463,,,,P.O.Box 1023
8071,Eximius Security Group,,,,Gaborone,Botswana,73946779,,,,P O Box 34 Gabane
8072,Native security,,,,Gaborone,Botswana,+267 391 8372,,,Unit 18A KB MAll,
8073,Exile Free Security Services,,,,Gaborone,Botswana,72830404,,,,P.O Box 150192
8074,Botswana Telecommunications Corporation,,,,Gumare,Botswana,+267 687 4100,,,Next to RAC.,P.O.Box 288
8075,Botswana Telecommunications Corporation,,,,Gaborone,Botswana,+267 395 6959,,,Government Benlave,P.O.Box 700
8076,Botswana Telecommunications Corporations,,,,Gaborone,Botswana,+267 395 7294,,Plot 51350 Khama Cres,,P.O.Box 700
8077,Botswana Telecommunciations Corporation (transmission),,,,Francistown,Botswana,+267 241 2132,,,Town Ctr,P.O.Box 200
8078,Botswana Telecommunications Authority,Independence Ave,,,Gaborone,Botswana,+267 391 3886,,Plot 206 /7,,
8079,Botswana Telecommunications Corporation,,,,P.O.Box 700,Botswana,+267 395 7978,,,University of Botswana,
8080,Equant,,,,Gaborone,Botswana,+267 395 1799,,Plot 42307 Sir Seretse Khama Airport,,P.O.Box 502190
8081,Shocks & Exhaust Fitment Centre,,,,Palapye,Botswana,+267 490 0433,,,,P.O. Box 11390
8082,S I T A,,,,P.O.Box 502190,Botswana,+267 395 1799,,,Air Botswana Head Office,
8083,Solamatics Botswana,,,,Francistown,Botswana,+267 241 7836,,Plot 218 unit C light industrial site,,
8084,Petmash Security Services,,,,P O Box 1265 Maun,Botswana,26773444142,,,,
8085,Protech (pty) Ltd,"Off Gabane Road, Mogoditshane",,,Gaborone,Botswana,+267 397 1677,,,,P.O.Box 41293
8086,Exhaust Warehouse,,,,Gaborone,Botswana,+267 393 7175,,"Plot 1251 /52, Haile Selassie Rd, Madirelo Ext 6",,P.O.Box 21805
8087,Megasun (pty) Ltd,,,,Gaborone,Botswana,+267 350 0075,,"Plot 61687 Unit30, Broadhurst Ind",,P.O.Box 403292
8088,Radio Communication (pty) Ltd,,,,Gaborone,Botswana,+267 391 2157,,"Plot 10227, Moporoporo Rd, Broadhurst Ind Est",,P.O.Box 40091
8089,Smart & Trendy,,,,Gaborone,Botswana,+267 390 3641,,Plot 1874 Ext4 Pop Inn Mall,,
8090,Television World (pty) Ltd,,,,Francistown,Botswana,+267 240 4353,,Plot 12976 Gold Mine,Monarch,
8091,Afroworld Impex Airtechs (pty) Ltd,,,,P.O.Box 201882,Botswana,+267 392 2960,,Plot 14427 Afro World Centre Gaborone West,Gaborone West,
8092,C L S Systems,,,,Gaborone,Botswana,+267 390 2522,,"Plot 20642 Block3, Ramakukane Way",Broadhurst Ind Est,
8093,Comsol T/a Samsung Communication Botswana,,,,Gaborone,Botswana,+267 390 5886,,Plot 48 Commerce Park Near Choppies,,P.O.Box 1343
8094,Expedia Bostwana,,,,Gaborone,Botswana,+267 390 6368,,,23018 Fact4,P.O.Box 81521
8095,F F M Botswana (pty) Ltd,,,,P.O.Box 1761,Botswana,+267 390 7444,,,Lot 99 Unit 7 Gaborone International Commerce Park,
8096,Goldtech (pty) Ltd,,,,Gaborone,Botswana,+267 392 3508,,Plot 56 Commerce Pk,,P.O.Box 1343
8097,M T Agencies (pty) Limited (branch Of Exact Exhaust),,,,Gaborone,Botswana,+267 393 7174,,"Plot 1251 /52, Haile Selassie Rd, Madirelo Ext 6",,P.O.Box 21805
8098,Multi-comm Services (pty) Ltd,,,,Gaborone,Botswana,+267 318 8800,,Plot 20582 Block3 Universal Hse,,P.O.Box 402604
8099,Panasonic Air Conditioning,,,,Gaborone,Botswana,+267 391 2850,,"Plot 21339, Phakalane",,P.O.Box 21144
8100,Radio Solutions,,,,Gaborone,Botswana,+267 316 3993,,"Plot 170, Unit 9",Commerce Park,
8101,Synergy (pty) Ltd,,,,Gaborone,Botswana,+267 390 2996,,"Plot 20681, Ramakukane Way, Broadhurst Ind Est",,P.O.Box 725
8102,Teletechniques,,,,P.O.Box 40817,Botswana,+267 319 0805,,"Ext 10, Plot 3941",Next to University Of Botswana.,
8103,Waterman Communications,,,,Gaborone,Botswana,+267 397 3281,,Plot 20737 Broadhurst Industrial,,P.O.Box 825
8104,Z S Botswana (pty) Ltd,,,,Gaborone,Botswana,+267 391 2157,,"Plot 10227 Moporoporo Rd, Broadhurst Ind",,P.O.Box 40091
8105,Afriswitch (pty) Ltd,,,,Gaborone,Botswana,+267 393 3186,,,,
8106,Delta Air-cons & Refrigeration,,,,Gaborone,Botswana,+267 390 5889,,,,
8107,Ericsson A B Botswana Branch,,,,Gaborone,Botswana,+267 390 5517,,Plot 20749 Monamori Rd Broadhurst Industrial,,
8108,Botswana Telecommunications Corporation,,,,Gaborone,Botswana,+267 391 0777,,,6th Flr Megaleng,P.O.Box 700
8109,Orange (botswana) (pty) Ltd,,,,Maun,Botswana,+267 686 5522,,Plot 695 Agora Building,Mall Ex,
8110,Orange (botswana) (pty) Ltd,,,,Francistown,Botswana,+267 241 0444,,,Unit 8 Nzano Centre Gaborone Rd,P.O.Box 10532
8111,Africa Telecommunications,,,,Gaborone,Botswana,+267 318 8902,,Plot 50381 Showgrounds Office Pk,,P.O.Box 21937
8112,Exact Exhaust Fitment Centre,,,,P.O.Box 2031,Botswana,+267 260 0971,,Plot 2722 / 7 B.D.C Complex Industrial,Selebi-Phikwe,
8113,Exact Exhaust (pty) Ltd,"Haile Selassie Rd, Madirelo Ext 6",,,Gaborone,Botswana,+267 393 7174,,,,P.O.Box 21805
8114,Ken Communications,,,,Gaborone,Botswana,+267 316 2839,,"Plot 5652 Sago House, Broadhurst Ind Site",,P.O.Box 403292
8115,M R W Specialist Services,,,,Selebi-Phikwe,Botswana,+267 261 0673,,Plot 8838,Industrial Sites,
8116,A V Communications,,,,Gaborone,Botswana,+267 397 1520,,"Plot 64 Unit2, 10212 Mokolwane Rd, Broadhurst Ind Est",,P.O.Box 40446
8117,Bathoeng Irrigation Scheme Research,,,,Kanye,Botswana,+267 544 0460,,,,P.O.Box 202
8118,Botswana Telecomms - Francistown,,,,Francistown,Botswana,+267 240 0101,,,,P.O.Box 200
8119,Botswana Telecommunications Corporation,,,,Lobatse,Botswana,+267 533 2625,,,Office 16,P.O.Box 120
8120,Botswana Telecommunications Corporation,,,,Gaborone,Botswana,+267 363 6400,,,,P.O.Box 700
8121,Botswana Telecommunications Corporation,,,,Molepolole,Botswana,+267 592 1194,,,,P.O.Box 174
8122,Botswana Telecommunications Corporation,,,,Orapa,Botswana,+267 297 0272,,,,P.O.Box 4
8123,Botswana Telecommunications Corporation,,,,P.O.Box 100,Botswana,+267 262 0100,,,Selebi-Phikwe,
8124,Botswana Telecommunications Corporation,,,,Serowe,Botswana,+267 463 1785,,,,P.O.Box 750
8125,Botswana Telecommunications Corporation,,,,Ghanzi,Botswana,+267 659 6290,,,Main Mall next to Spar,P.O.Box 71
8126,Botswana Telecommunications Corporation,,,,Bobonong,Botswana,+267 261 9200,,,,P.O.Box 100
8127,Botswana Telecommunications Corporation,,Tsabong,,P.O.Box 283,Botswana,+267 654 0299,,,,
8128,Botswana Telecommunications Corporation,,,,Letlhakane,Botswana,+267 297 8300,,,Tawana Ward,P.O.Box 4
8129,Botswana Telecommunications Corporation,,,,Shoshong,Botswana,+267 476 9100,,,,
8130,Botswana Telecommunications Corporation,,,,Gaborone,Botswana,+267 391 0732,,,"Shop 90a Game City, Kgale View",P.O.Box 700
